time,p_LA,p_LV,p_RA,p_RV,p_AR_SYS,p_VEN_SYS,p_AR_PUL,p_VEN_PUL
13.542101565764900,11.119987671254800,37.965664170846900,3.355024615939130,9.143939718351840,83.10186375354940,23.656052774694800,17.158736055196100,12.995432792460500
13.543101573265000,11.132068450550200,37.513720751461400,3.362416690039240,9.034036075513460,83.00686153259790,23.656494335033000,17.144573262032700,13.000654123686200
13.544101580765000,11.144090312682800,37.06272689300380,3.369804681256120,8.924275161685030,82.91195437178520,23.65693292258850,17.130473773567000,13.005847735313600
13.54510158826510,11.156053477114000,36.61270785969830,3.3771885920608700,8.814671021779380,82.81714223996240,23.657368540940800,17.11643728596970,13.011013760917400
13.546101595765100,11.167958163899100,36.163689156396900,3.3845684251142600,8.705237684291570,82.72242510943300,23.657801193666800,17.10246349709230,13.016152333326200
13.547101603265200,11.17980459368990,35.715696539705,3.3919441832663700,8.595989159879900,82.62780295598,23.658230884340700,17.08855210646420,13.021263584625600
13.54810161076520,11.191592987738500,35.26875602896820,3.39931586955634,8.486939439946550,82.53327575889430,23.658657616534300,17.074702815289900,13.026347646161800
13.549101618265300,11.203323567901000,34.822893917114300,3.406683487211970,8.378102495217790,82.43884350100480,23.659081393817000,17.060915326446000,13.031404648545800
13.550101625765400,11.214996556641500,34.378136781347200,3.4140470396493800,8.269492274323410,82.34450616871010,23.659502219756300,17.04718934447750,13.03643472165720
13.55110163326540,11.226612177036800,33.93451149368640,3.4214065304726600,8.161122702375760,82.25026375201090,23.659920097917500,17.033524575593700,13.041437994648700
13.552101640765500,11.238170652781000,33.49204523134870,3.428761963473420,8.053007679547980,82.15611624454420,23.660335031864000,17.01992072766470,13.046414595950100
13.553101648265500,11.249672208191000,33.05076548696560,3.4361133426304100,7.94516107965146,82.06206364361880,23.660747025157400,17.00637751021640,13.05136465327340
13.554101655765600,11.261117068212100,32.610700078632800,3.443460672109080,7.837596748712670,81.96810595025220,23.661156081358000,16.992894634426100,13.0562882936175
13.555101663265600,11.272505458423700,32.171877159785800,3.450803956261120,7.730328503548990,81.87424316920820,23.661562204024500,16.979471813117700,13.06118564327270
13.556101670765700,11.283837605045600,31.73432522889690,3.4581431996239600,7.623370130343760,81.78047530903650,23.6619653967141,16.966108760756300,13.066056827826200
13.557101678265800,11.295113734944900,31.298073138989200,3.465478406920350,7.516735383220380,81.68680238211290,23.662365662983200,16.952805193443500,13.07090197216690
13.55810168576580,11.306334075642700,30.863150106960200,3.4728095830577500,7.4104379828154600,81.59322440468120,23.66276300638690,16.939560828911100,13.075721200490800
13.559101693265900,11.317498855321400,30.429585722713100,3.4801367331278900,7.304491614850960,81.49974139689580,23.66315743047970,16.926375386516000,13.080514636306600
13.560101700765900,11.32860830283250,29.997409958087000,3.4874598624061600,7.198909928705260,81.40635338286600,23.66354893881510,16.913248587234200,13.085282402440600
13.56110170826600,11.339662647704400,29.56665317558330,3.4947789763510700,7.093706535983210,81.31306039070060,23.663937534946400,16.900180153654800,13.090024621042800
13.562101715766000,11.350662120150500,29.13734613688160,3.5020940806036600,6.988895009085070,81.21986245255450,23.66432322242630,16.887169809973700,13.094741413592500
13.563101723266100,11.361606951078000,28.709520011139900,3.5094051809868800,6.884488879774310,81.12675960467580,23.664706004807100,16.8742172819876,13.099432900903400
13.56410173076620,11.372497372096500,28.283206383073800,3.5167122835049700,6.78050163774426,81.03375188745380,23.66508588564140,16.861322297087300,13.104099203130200
13.565101738266200,11.38333361552730,27.858437260809000,3.5240153943428100,6.676946729183610,80.94083934546850,23.665462868481400,16.848484584251400,13.108740439774000
13.566101745766300,11.394115914412600,27.435245083501100,3.5313145198653000,6.5738375553406900,80.84802202754060,23.66583695688,16.835703874039400,13.113356729688400
13.567101753266300,11.404844502525500,27.0136627287177,3.538609666616600,6.4711874710866,80.75529998678280,23.666208154390100,16.82297989858500,13.117948191085000
13.568101760766400,11.4155196143795,26.59372351957700,3.545900841319480,6.369009783477120,80.66267328065170,23.666576464565300,16.810312391589600,13.122514941540400
13.569101768266400,11.426141485238900,26.175461231636300,3.5531880508746000,6.267317750313350,80.57014197100060,23.666941890960000,16.797701088314900,13.127057098001000
13.570101775766500,11.43671035112920,25.758910099525300,3.5604713023597500,6.166124578701250,80.47770612413310,23.667304437129200,16.78514572557590,13.131574776790300
13.571101783266500,11.447226448847700,25.344104823318600,3.5677506030290900,6.065443423609860,80.38536581085800,23.66766410662910,16.772646041734200,13.136068093614300
13.572101790766600,11.457690015974400,24.93108057464060,3.5750259603123800,5.965287386428390,80.29312110654410,23.668020903017100,16.760201776690300,13.140537163567800
13.573101798266700,11.468101290883100,24.51987300249730,3.582297381814190,5.865669513522070,80.20097209117610,23.668374829852000,16.74781267187690,13.14498210114090
13.57410180576670,11.478460512752600,24.11051823882890,3.589564875313090,5.766602794786870,80.10891884941160,23.66872589069400,16.735478470251000,13.149403020224900
13.575101813266800,11.488767921578000,23.703052903777500,3.596828448760750,5.668100162203040,80.01696147063790,23.669074089105100,16.723198916286900,13.153800034118900
13.576101820766800,11.499023758182800,23.29751411066330,3.604088110281200,5.570174488387490,79.92510004903040,23.669419428649100,16.710973755968900,13.158173255535800
13.57710182826690,11.509228264230100,22.893939470662700,3.6113438681698300,5.472838585145130,79.8333346836102,23.669761912891900,16.698802736783400,13.162522796608700
13.578101835766900,11.519381682235000,22.492367097183800,3.6185957308926100,5.3761052020191000,79.7416654783039,23.670101545401700,16.68668560771170,13.166848768897300
13.579101843267000,11.52948425557640,22.092835609931100,3.6258437070850700,5.2799870248399400,79.65009254200240,23.67043832974900,16.674622119222200,13.171151283394400
13.580101850767100,11.539536228509600,21.695384138654600,3.6330878055514800,5.184496674273850,79.55861598862080,23.670772269506900,16.662612023263300,13.175430450531700
13.581101858267100,11.549537846178000,21.30005232657640,3.6403280352638000,5.089646704369950,79.46723593715900,23.67110336825120,16.650655073255100,13.179686380186900
13.582101865767200,11.559489354626000,20.906880333488000,3.647564405360770,4.995449601106680,79.37595251176180,23.671431629560900,16.638751024082200,13.183919181689600
13.583101873267200,11.569391000811400,20.515908838513600,3.654796925146900,4.901917780937300,79.28476584177980,23.67175705701780,16.626899632085800,13.188128963827800
13.584101880767300,11.579243032618000,20.127179042530900,3.662025604091470,4.809063589334770,79.1936760618311,23.67207965420720,16.615100655056200,13.192315834854400
13.585101888267300,11.589045698867900,19.74073267024540,3.669250451827500,4.716899299335770,79.10268331186180,23.672399424718000,16.603353852224700,13.196479902493600
13.586101895767400,11.598799249334900,19.356611971909400,3.676471478150690,4.625437110084200,79.01178773720790,23.672716372142600,16.591658984256200,13.200621273947000
13.58710190326750,11.608503934756400,18.97485972468150,3.683688693018370,4.534689145374090,78.92098948865720,23.67303050007750,16.58001581324120,13.204740055900500
13.588101910767500,11.618160006846600,18.59551923361860,3.6909021065484200,4.444667452192050,78.8302887225102,23.673341812123000,16.568424102688000,13.208836354530600
13.589101918267600,11.627767718309400,18.218634332295400,3.6981117290181500,4.355383999259390,78.73968560064260,23.67365031188390,16.556883617515000,13.212910275510400
13.59010192576760,11.637327322850500,17.844249383044000,3.705317570863170,4.266850675573850,78.6491802905663,23.673956002969600,16.545394124042900,13.216961924016500
13.591101933267700,11.646839075190600,17.472409276807500,3.712519642676290,4.179079288951290,78.5587729654914,23.674258888993800,16.53395538998670,13.220991404735200
13.592101940767700,11.65630323107780,17.103159432602300,3.7197179552062900,4.092081564567200,78.46846380438730,23.674558973575500,16.52256718444780,13.224998821869000
13.593101948267800,11.665720047300500,16.736545796581100,3.726912519356820,4.005869143498310,78.37825299204420,23.67485626033860,16.51122927790650,13.228984279143000
13.594101955767900,11.675089781699400,16.372614840691500,3.7341033461851200,3.9204535812643300,78.28814071913390,23.675150752912200,16.499941442213700,13.232947879811200
13.595101963267900,11.684412693180200,16.011413560924500,3.7412904469008700,3.835846346369960,78.19812718227050,23.675442454931100,16.488703450583500,13.236889726663000
13.596101970768000,11.693689041726000,15.652989475144600,3.748473832864900,3.7520588188473300,78.10821258407080,23.675731370035700,16.47751507758480,13.240809922029600
13.597101978268000,11.702919088409200,15.297390620498300,3.7550974902587400,3.671082083046750,78.01839713321440,23.676017500317300,16.466376112291500,13.244708567790300
13.598101985768100,11.712103095403900,14.94466555039270,3.760586144990880,3.5947957166460800,77.92868104450240,23.67630083242420,16.4552863975061,13.248585765381500
13.599101993268100,11.721241325997400,14.594863331038700,3.7650068759128900,3.522714978617190,77.83906453891430,23.676581328108500,16.444245783996800,13.252441615809800
13.6001020007682,11.730334044602100,14.248033537553900,3.7684273571370000,3.4543801929458400,77.74954784366150,23.676858932657800,16.43325411387820,13.256276219666700
13.601102008268300,11.739381516766900,13.904226249618600,3.770908573314810,3.3893800305186400,77.66013119223810,23.67713358192560,16.42231122162120,13.260089677141000
